registration_number,ngo_name,registration_type,state,city,registered_year,focus_area,website,director_name,beneficiaries_estimate,funding_summary,contact_email,contact_phone,address,annual_report_url,source_links,notes
PU/2019/57623,Jeevan Sanstha 56,NITI Aayog (Darpan),Punjab,Chandigarh,1997,Child Welfare,https://www.jeevansanstha56.org,Anya D’Alia,"64893 (approx., 2021)","FY2022: Total ~ INR 2,390,000; Grants INR 1,300,000; Donations INR 890,000; Govt INR 200,000",contact56@jeevan.sanstha.56.org,7690034324,"75, Chandigarh Main Road, Near Market, Punjab",https://www.jeevansanstha56.org/annual-report.pdf,https://www.jeevansanstha56.org|https://example-simulated-source.org/56,Sample data - synthetic
U15544JH2013NPL3456,Pragati Initiative 57,Section-8 Company,Jharkhand,Hazaribagh,2010,Mental Health,https://www.pragatiinitiative57.org,Heer Verma,"1.44M (approx., 2024)","FY2019: Total ~ INR 4,750,000; Grants INR 1,900,000; Donations INR 2,350,000; Govt INR 500,000",contact57@pragati.initiative.57.org,8159696641,"104, Hazaribagh Main Road, Near Community Centre, Jharkhand",https://www.pragatiinitiative57.org/annual-report.pdf,https://www.pragatiinitiative57.org|https://example-simulated-source.org/57,Funding estimated for demo
94446671,Annapurna Sanstha 58,FCRA,Mizoram,Aizawl,2012,Environment,https://www.annapurnasanstha58.org,Saksham Dutt,"2.95M (approx., 2023)","FY2020: Total ~ INR 6,370,000; Grants INR 2,000,000; Donations INR 4,170,000; Govt INR 200,000",contact58@annapurna.sanstha.58.org,8453521818,"131, Aizawl Main Road, Near Railway Station, Mizoram",https://www.annapurnasanstha58.org/annual-report.pdf,https://www.annapurnasanstha58.org|https://example-simulated-source.org/58,
TR/2001/83306,Sakhi Trust 59,Trust,West Bengal,Durgapur,2020,Environment,https://www.sakhitrust59.org,Ryan Grewal,"3.71M (approx., 2023)","FY2023: Total ~ INR 5,370,000; Grants INR 900,000; Donations INR 4,070,000; Govt INR 400,000",contact59@sakhi.trust.59.org,8799799552,"113, Durgapur Main Road, Near Community Centre, West Bengal",https://www.sakhitrust59.org/annual-report.pdf,https://www.sakhitrust59.org|https://example-simulated-source.org/59,
U14929OD2001NPL49331,Roshni Welfare 60,Section-8 Company,Odisha,Sambalpur,2018,Healthcare,https://www.roshniwelfare60.org,Yuvraj  Vohra,"4.8M (approx., 2023)","FY2022: Total ~ INR 3,140,000; Grants INR 600,000; Donations INR 1,640,000; Govt INR 900,000",contact60@roshni.welfare.60.org,8119986798,"245, Sambalpur Main Road, Near Community Centre, Odisha",https://www.roshniwelfare60.org/annual-report.pdf,https://www.roshniwelfare60.org|https://example-simulated-source.org/60,Sample data - synthetic
U94689MA2005NPL6130,Pragati Sanstha 61,Section-8 Company,Maharashtra,Nashik,2011,Healthcare,https://www.pragatisanstha61.org,Pranay Anand,"4.39Lakh (approx., 2024)","FY2019: Total ~ INR 5,810,000; Grants INR 2,000,000; Donations INR 3,310,000; Govt INR 500,000",contact61@pragati.sanstha.61.org,7778892554,"100, Nashik Main Road, Near School, Maharashtra",https://www.pragatisanstha61.org/annual-report.pdf,https://www.pragatisanstha61.org|https://example-simulated-source.org/61,Simulated beneficiary numbers
787103091,Sahayog Centre 62,FCRA,Karnataka,Belgaum,2009,Disaster Relief,https://www.sahayogcentre62.org,Samaira Bora,"4.69M (approx., 2021)","FY2020: Total ~ INR 6,550,000; Grants INR 2,000,000; Donations INR 4,050,000; Govt INR 500,000",contact62@sahayog.centre.62.org,9925192546,"34, Belgaum Main Road, Near Community Centre, Karnataka",https://www.sahayogcentre62.org/annual-report.pdf,https://www.sahayogcentre62.org|https://example-simulated-source.org/62,
GO/2020/333869,Dharitri Foundation 63,NITI Aayog (Darpan),Goa,Vasco da Gama,2022,Rural Development,https://www.dharitrifoundation63.org,Yuvraj  Shan,"4.53M (approx., 2024)","FY2021: Total ~ INR 2,790,000; Grants INR 1,600,000; Donations INR 190,000; Govt INR 1,000,000",contact63@dharitri.foundation.63.org,7357332214,"217, Vasco da Gama Main Road, Near Community Centre, Goa",https://www.dharitrifoundation63.org/annual-report.pdf,https://www.dharitrifoundation63.org|https://example-simulated-source.org/63,Sample data - synthetic
TR/2000/95526,Uday Society 64,Trust,Uttarakhand,Nainital,2009,Women Empowerment,https://www.udaysociety64.org,Stuvan Bawa,"3.93M (approx., 2024)","FY2023: Total ~ INR 3,480,000; Grants INR 600,000; Donations INR 1,880,000; Govt INR 1,000,000",contact64@uday.society.64.org,8065379473,"137, Nainital Main Road, Near Railway Station, Uttarakhand",https://www.udaysociety64.org/annual-report.pdf,https://www.udaysociety64.org|https://example-simulated-source.org/64,Funding estimated for demo
459533634,Umeed Sanstha 65,FCRA,Haryana,Panipat,2008,Elderly Care,https://www.umeedsanstha65.org,Vidur Issac,"7.04Lakh (approx., 2024)","FY2023: Total ~ INR 2,590,000; Grants INR 500,000; Donations INR 1,390,000; Govt INR 700,000",contact65@umeed.sanstha.65.org,7392407581,"183, Panipat Main Road, Near Community Centre, Haryana",https://www.umeedsanstha65.org/annual-report.pdf,https://www.umeedsanstha65.org|https://example-simulated-source.org/65,Sample data - synthetic
TR/1991/55381,Roshni Association 66,Trust,Arunachal Pradesh,Itanagar,2011,Healthcare,https://www.roshniassociation66.org,Shamik Swamy,"1.23M (approx., 2019)","FY2024: Total ~ INR 2,260,000; Grants INR 100,000; Donations INR 1,460,000; Govt INR 700,000",contact66@roshni.association.66.org,7685361530,"82, Itanagar Main Road, Near Community Centre, Arunachal Pradesh",https://www.roshniassociation66.org/annual-report.pdf,https://www.roshniassociation66.org|https://example-simulated-source.org/66,Sample data - synthetic
ME/2015/278355,Sankalp Trust 67,NITI Aayog (Darpan),Meghalaya,Shillong,2005,Urban Poor,https://www.sankalptrust67.org,Bhavin Rajan,"3.52M (approx., 2023)","FY2019: Total ~ INR 4,340,000; Grants INR 1,900,000; Donations INR 2,340,000; Govt INR 100,000",contact67@sankalp.trust.67.org,7289861434,"32, Shillong Main Road, Near Community Centre, Meghalaya",https://www.sankalptrust67.org/annual-report.pdf,https://www.sankalptrust67.org|https://example-simulated-source.org/67,Funding estimated for demo
UT/2019/460089,Prerna Organisation 68,NITI Aayog (Darpan),Uttarakhand,Rudrapur,2014,Education,https://www.prernaorganisation68.org,Mahika Doctor,"3.94M (approx., 2018)","FY2021: Total ~ INR 4,480,000; Grants INR 2,000,000; Donations INR 1,980,000; Govt INR 500,000",contact68@prerna.organisation.68.org,7953962185,"18, Rudrapur Main Road, Near Community Centre, Uttarakhand",https://www.prernaorganisation68.org/annual-report.pdf,https://www.prernaorganisation68.org|https://example-simulated-source.org/68,
TR/2011/18486,Asha Society 69,Trust,Odisha,Bhubaneswar,1992,Livelihood,https://www.ashasociety69.org,Veer Virk,"2.46M (approx., 2019)","FY2019: Total ~ INR 4,450,000; Grants INR 100,000; Donations INR 4,050,000; Govt INR 300,000",contact69@asha.society.69.org,7585277221,"184, Bhubaneswar Main Road, Near School, Odisha",https://www.ashasociety69.org/annual-report.pdf,https://www.ashasociety69.org|https://example-simulated-source.org/69,Simulated beneficiary numbers
AN/2015/799882,Jeevan Centre 70,NITI Aayog (Darpan),Andhra Pradesh,Kurnool,2018,Rural Development,https://www.jeevancentre70.org,Armaan Chand,"3.24M (approx., 2020)","FY2021: Total ~ INR 3,740,000; Grants INR 500,000; Donations INR 2,540,000; Govt INR 700,000",contact70@jeevan.centre.70.org,9345054156,"228, Kurnool Main Road, Near School, Andhra Pradesh",https://www.jeevancentre70.org/annual-report.pdf,https://www.jeevancentre70.org|https://example-simulated-source.org/70,Simulated beneficiary numbers
656879296,Pragati Initiative 71,FCRA,Sikkim,Gangtok,2000,Human Rights,https://www.pragatiinitiative71.org,Kavya Dhingra,"3.72M (approx., 2020)","FY2023: Total ~ INR 2,110,000; Grants INR 1,400,000; Donations INR 210,000; Govt INR 500,000",contact71@pragati.initiative.71.org,7845115447,"155, Gangtok Main Road, Near School, Sikkim",https://www.pragatiinitiative71.org/annual-report.pdf,https://www.pragatiinitiative71.org|https://example-simulated-source.org/71,Funding estimated for demo
870170255,Dharitri Sanstha 72,FCRA,Bihar,Patna,2013,Healthcare,https://www.dharitrisanstha72.org,Mehul Bora,"3.21M (approx., 2022)","FY2024: Total ~ INR 3,390,000; Grants INR 100,000; Donations INR 3,090,000; Govt INR 200,000",contact72@dharitri.sanstha.72.org,9202970213,"200, Patna Main Road, Near Market, Bihar",https://www.dharitrisanstha72.org/annual-report.pdf,https://www.dharitrisanstha72.org|https://example-simulated-source.org/72,Funding estimated for demo
S/49096/OD,Sakhi Sanstha 73,Society,Odisha,Rourkela,2006,Urban Poor,https://www.sakhisanstha73.org,Tarini Sankaran,"2.18M (approx., 2023)","FY2021: Total ~ INR 3,390,000; Grants INR 1,400,000; Donations INR 1,090,000; Govt INR 900,000",contact73@sakhi.sanstha.73.org,8543102786,"234, Rourkela Main Road, Near Community Centre, Odisha",https://www.sakhisanstha73.org/annual-report.pdf,https://www.sakhisanstha73.org|https://example-simulated-source.org/73,Funding estimated for demo
S/94502/RA,Roshni Organisation 74,Society,Rajasthan,Jaipur,2013,Women Empowerment,https://www.roshniorganisation74.org,Arnav Ravi,"4.27M (approx., 2019)","FY2020: Total ~ INR 1,520,000; Grants INR 300,000; Donations INR 1,020,000; Govt INR 200,000",contact74@roshni.organisation.74.org,8155188442,"183, Jaipur Main Road, Near Railway Station, Rajasthan",https://www.roshniorganisation74.org/annual-report.pdf,https://www.roshniorganisation74.org|https://example-simulated-source.org/74,Funding estimated for demo
UT/2023/146074,Dharitri Welfare 75,NITI Aayog (Darpan),Uttar Pradesh,Varanasi,2010,Disability Services,https://www.dharitriwelfare75.org,Umang Apte,"6.22Lakh (approx., 2021)","FY2021: Total ~ INR 5,680,000; Grants INR 1,400,000; Donations INR 3,480,000; Govt INR 800,000",contact75@dharitri.welfare.75.org,9114678669,"19, Varanasi Main Road, Near Railway Station, Uttar Pradesh",https://www.dharitriwelfare75.org/annual-report.pdf,https://www.dharitriwelfare75.org|https://example-simulated-source.org/75,Sample data - synthetic
TR/1993/17274,Navjeevan Sanstha 76,Trust,Puducherry,Puducherry,2006,Elderly Care,https://www.navjeevansanstha76.org,Ayesha Deol,"1.65M (approx., 2023)","FY2024: Total ~ INR 3,300,000; Grants INR 1,700,000; Donations INR 1,400,000; Govt INR 200,000",contact76@navjeevan.sanstha.76.org,9242253584,"217, Puducherry Main Road, Near Community Centre, Puducherry",https://www.navjeevansanstha76.org/annual-report.pdf,https://www.navjeevansanstha76.org|https://example-simulated-source.org/76,Simulated beneficiary numbers
UT/2024/171684,Uday Society 77,NITI Aayog (Darpan),Uttarakhand,Rudrapur,2016,Healthcare,https://www.udaysociety77.org,Advika Kaur,"2.54Lakh (approx., 2021)","FY2024: Total ~ INR 5,190,000; Grants INR 2,000,000; Donations INR 2,790,000; Govt INR 400,000",contact77@uday.society.77.org,7995900109,"68, Rudrapur Main Road, Near Railway Station, Uttarakhand",https://www.udaysociety77.org/annual-report.pdf,https://www.udaysociety77.org|https://example-simulated-source.org/77,Simulated beneficiary numbers
88354184,Sahayog Welfare 78,FCRA,Assam,Dibrugarh,2010,Elderly Care,https://www.sahayogwelfare78.org,Kimaya Biswas,"2.9M (approx., 2021)","FY2023: Total ~ INR 4,790,000; Grants INR 400,000; Donations INR 3,890,000; Govt INR 500,000",contact78@sahayog.welfare.78.org,9027677359,"37, Dibrugarh Main Road, Near Market, Assam",https://www.sahayogwelfare78.org/annual-report.pdf,https://www.sahayogwelfare78.org|https://example-simulated-source.org/78,
S/33495/TE,Nirmaan Welfare 79,Society,Telangana,Warangal,2002,Urban Poor,https://www.nirmaanwelfare79.org,Uthkarsh Bali,"1.34M (approx., 2021)","FY2021: Total ~ INR 4,690,000; Grants INR 1,600,000; Donations INR 2,390,000; Govt INR 700,000",contact79@nirmaan.welfare.79.org,7104696325,"240, Warangal Main Road, Near Market, Telangana",https://www.nirmaanwelfare79.org/annual-report.pdf,https://www.nirmaanwelfare79.org|https://example-simulated-source.org/79,Funding estimated for demo
UT/2018/621680,Roshni Samiti 80,NITI Aayog (Darpan),Uttar Pradesh,Lucknow,2017,Rural Development,https://www.roshnisamiti80.org,Jayesh Deshpande,"1.12M (approx., 2020)","FY2021: Total ~ INR 5,610,000; Grants INR 1,100,000; Donations INR 3,910,000; Govt INR 600,000",contact80@roshni.samiti.80.org,8004797480,"217, Lucknow Main Road, Near Community Centre, Uttar Pradesh",https://www.roshnisamiti80.org/annual-report.pdf,https://www.roshnisamiti80.org|https://example-simulated-source.org/80,
KE/2023/312620,Samarth Association 81,NITI Aayog (Darpan),Kerala,Thiruvananthapuram,2015,Animal Welfare,https://www.samarthassociation81.org,Misha Venkatesh,"3.13M (approx., 2024)","FY2020: Total ~ INR 4,350,000; Grants INR 1,000,000; Donations INR 2,850,000; Govt INR 500,000",contact81@samarth.association.81.org,7687849912,"250, Thiruvananthapuram Main Road, Near Community Centre, Kerala",https://www.samarthassociation81.org/annual-report.pdf,https://www.samarthassociation81.org|https://example-simulated-source.org/81,Sample data - synthetic
UT/2015/153693,Seva Foundation 82,NITI Aayog (Darpan),Uttarakhand,Rudrapur,2000,Rural Development,https://www.sevafoundation82.org,Reyansh Magar,"3.3M (approx., 2022)","FY2023: Total ~ INR 4,430,000; Grants INR 900,000; Donations INR 3,030,000; Govt INR 500,000",contact82@seva.foundation.82.org,9578729825,"239, Rudrapur Main Road, Near Market, Uttarakhand",https://www.sevafoundation82.org/annual-report.pdf,https://www.sevafoundation82.org|https://example-simulated-source.org/82,Funding estimated for demo
S/89317/NA,Dharitri Association 83,Society,Nagaland,Kohima,2020,Urban Poor,https://www.dharitriassociation83.org,Ivana Goel,"1.43M (approx., 2022)","FY2022: Total ~ INR 6,590,000; Grants INR 2,000,000; Donations INR 3,690,000; Govt INR 900,000",contact83@dharitri.association.83.org,7694097499,"59, Kohima Main Road, Near Community Centre, Nagaland",https://www.dharitriassociation83.org/annual-report.pdf,https://www.dharitriassociation83.org|https://example-simulated-source.org/83,Sample data - synthetic
AR/2015/472462,Asha Samiti 84,NITI Aayog (Darpan),Arunachal Pradesh,Itanagar,2023,Education,https://www.ashasamiti84.org,Zaina Sharma,"1.74M (approx., 2022)","FY2023: Total ~ INR 5,090,000; Grants INR 1,000,000; Donations INR 3,390,000; Govt INR 700,000",contact84@asha.samiti.84.org,8626368970,"181, Itanagar Main Road, Near Railway Station, Arunachal Pradesh",https://www.ashasamiti84.org/annual-report.pdf,https://www.ashasamiti84.org|https://example-simulated-source.org/84,Funding estimated for demo
TE/2020/718699,Kshitij Sanstha 85,NITI Aayog (Darpan),Telangana,Warangal,2008,Urban Poor,https://www.kshitijsanstha85.org,Tejas Manne,"1.74M (approx., 2023)","FY2021: Total ~ INR 3,820,000; Grants INR 1,500,000; Donations INR 1,620,000; Govt INR 700,000",contact85@kshitij.sanstha.85.org,9497334843,"242, Warangal Main Road, Near Market, Telangana",https://www.kshitijsanstha85.org/annual-report.pdf,https://www.kshitijsanstha85.org|https://example-simulated-source.org/85,Simulated beneficiary numbers
AN/2020/820616,Annapurna Initiative 86,NITI Aayog (Darpan),Andhra Pradesh,Visakhapatnam,2007,Animal Welfare,https://www.annapurnainitiative86.org,Nehmat Chahal,"1.15M (approx., 2018)","FY2020: Total ~ INR 6,590,000; Grants INR 1,900,000; Donations INR 3,790,000; Govt INR 900,000",contact86@annapurna.initiative.86.org,7404157473,"52, Visakhapatnam Main Road, Near Market, Andhra Pradesh",https://www.annapurnainitiative86.org/annual-report.pdf,https://www.annapurnainitiative86.org|https://example-simulated-source.org/86,Sample data - synthetic
TR/2016/44292,Seva Trust 87,Trust,Maharashtra,Aurangabad,2008,Environment,https://www.sevatrust87.org,Shaan Chaudhari,"2.69M (approx., 2020)","FY2024: Total ~ INR 2,400,000; Grants INR 2,000,000; Donations INR 300,000; Govt INR 100,000",contact87@seva.trust.87.org,9712082677,"167, Aurangabad Main Road, Near Railway Station, Maharashtra",https://www.sevatrust87.org/annual-report.pdf,https://www.sevatrust87.org|https://example-simulated-source.org/87,Sample data - synthetic
TR/1992/53034,Navjeevan Organisation 88,Trust,Chhattisgarh,Raipur,2024,Arts & Culture,https://www.navjeevanorganisation88.org,Divit Dada,"4.4M (approx., 2021)","FY2022: Total ~ INR 5,550,000; Grants INR 400,000; Donations INR 4,350,000; Govt INR 800,000",contact88@navjeevan.organisation.88.org,8240049915,"73, Raipur Main Road, Near School, Chhattisgarh",https://www.navjeevanorganisation88.org/annual-report.pdf,https://www.navjeevanorganisation88.org|https://example-simulated-source.org/88,Simulated beneficiary numbers
TR/2001/2846,Roshni Centre 89,Trust,Rajasthan,Jaipur,2015,Livelihood,https://www.roshnicentre89.org,Urvi Tata,"8.0Lakh (approx., 2019)","FY2020: Total ~ INR 3,340,000; Grants INR 400,000; Donations INR 2,440,000; Govt INR 500,000",contact89@roshni.centre.89.org,9549329668,"84, Jaipur Main Road, Near Community Centre, Rajasthan",https://www.roshnicentre89.org/annual-report.pdf,https://www.roshnicentre89.org|https://example-simulated-source.org/89,
334211872,Nirmaan Association 90,FCRA,Bihar,Muzaffarpur,2022,Environment,https://www.nirmaanassociation90.org,Nayantara Atwal,"2.61M (approx., 2023)","FY2021: Total ~ INR 3,970,000; Grants INR 300,000; Donations INR 3,270,000; Govt INR 400,000",contact90@nirmaan.association.90.org,9904530174,"41, Muzaffarpur Main Road, Near School, Bihar",https://www.nirmaanassociation90.org/annual-report.pdf,https://www.nirmaanassociation90.org|https://example-simulated-source.org/90,Sample data - synthetic
TR/2013/55505,Roshni Society 91,Trust,Madhya Pradesh,Indore,1994,Urban Poor,https://www.roshnisociety91.org,Hazel Basak,"4.73M (approx., 2018)","FY2023: Total ~ INR 5,140,000; Grants INR 100,000; Donations INR 4,240,000; Govt INR 800,000",contact91@roshni.society.91.org,9878339187,"136, Indore Main Road, Near Market, Madhya Pradesh",https://www.roshnisociety91.org/annual-report.pdf,https://www.roshnisociety91.org|https://example-simulated-source.org/91,Sample data - synthetic
TR/2018/16235,Kshitij Sanstha 92,Trust,Himachal Pradesh,Kullu,2019,Women Empowerment,https://www.kshitijsanstha92.org,Tanya Doctor,"4.73M (approx., 2018)","FY2021: Total ~ INR 5,060,000; Grants INR 1,700,000; Donations INR 2,360,000; Govt INR 1,000,000",contact92@kshitij.sanstha.92.org,9397187072,"132, Kullu Main Road, Near School, Himachal Pradesh",https://www.kshitijsanstha92.org/annual-report.pdf,https://www.kshitijsanstha92.org|https://example-simulated-source.org/92,
